Index,Micros,BMP,Temperature (°C),Pressure (hPa),Altitude (m),,,,,,
Index,Micros,GPS,Latitude,Longitude,Altitude,Speed,Satellites,,,,
Index,Micros,BNO,Yaw,Pitch,Roll,MagX,MagY,MagZ,AccX,AccY,AccZ
,,,,,,,,,,,
2684,211842112,BMP390,20.62,1007.5,-0.51,,,,,,
2685,211901378,BNO,-108.93,-2.14,-23.16,-4.69,-36.5,-109.44,0.12,-0.07,-0.36
2686,211961813,GPS,0,0,0,0,0,0,,,
2687,211996946,BMP390,20.62,1007.49,-0.49,,,,,,
2688,212056171,BNO,-110.02,-1.61,-22.57,-4.69,-36.5,-109.44,0.12,-0.07,-0.36
2689,212109664,BMP390,20.61,1007.49,-0.46,,,,,,
2690,212168966,BNO,-110.02,-1.61,-22.57,-4.69,-36.5,-109.44,-0.21,0.41,0.08
2691,212231074,GPS,0,0,0,0,0,0,,,
2692,212267047,BMP390,20.62,1007.49,-0.47,,,,,,
2693,212326326,BNO,-109.59,-1.47,-22.23,-4.69,-36.5,-109.44,-0.21,0.41,0.08
2694,212379880,BMP390,20.61,1007.49,-0.49,,,,,,
2695,212439108,BNO,-109.59,-1.47,-22.23,-4.69,-36.5,-109.44,-0.17,0.15,0.34
2696,212499137,GPS,0,0,0,0,0,0,,,
2697,212535774,BMP390,20.62,1007.5,-0.52,,,,,,
2698,212595052,BNO,-109.01,-1.71,-22.38,-4.69,-36.5,-109.44,-0.17,0.15,0.34
2699,212649084,BMP390,20.61,1007.49,-0.5,,,,,,
2700,212710027,BNO,-109.33,-1.79,-22.72,-4.69,-36.5,-109.44,-0.17,0.15,0.34
2701,212770602,GPS,0,0,0,0,0,0,,,
2702,212806499,BMP390,20.61,1007.5,-0.55,,,,,,
2703,212865737,BNO,-109.35,-1.65,-23.48,-4.69,-36.5,-109.44,-0.17,0.15,0.34
2704,212919632,BMP390,20.61,1007.5,-0.52,,,,,,
2705,212978930,BNO,-109.12,-1.61,-23.1,-4.69,-36.5,-109.44,-0.17,0.15,0.34
2706,213039419,GPS,0,0,0,0,0,0,,,
2707,213075369,BMP390,20.61,1007.5,-0.51,,,,,,
2708,213134638,BNO,-109.18,-1.84,-22.94,-4.69,-36.5,-109.44,-0.17,0.15,0.34
2709,213189971,BMP390,20.61,1007.49,-0.5,,,,,,
2710,213249257,BNO,-109.43,-1.86,-23.64,-4.69,-36.5,-109.44,-0.17,0.15,0.34
2711,213309213,GPS,0,0,0,0,0,0,,,
2712,213345215,BMP390,20.61,1007.5,-0.57,,,,,,
2713,213404501,BNO,-109.37,-1.92,-23.44,-4.69,-36.5,-109.44,-0.17,0.15,0.34
2714,213458701,BMP390,20.61,1007.5,-0.55,,,,,,
2715,213518023,BNO,-109.41,-2.05,-23.2,-4.69,-36.5,-109.44,-0.17,0.15,0.34
2716,213578672,GPS,0,0,0,0,0,0,,,
2717,213615952,BMP390,20.61,1007.5,-0.51,,,,,,
2718,213675245,BNO,-109.41,-2.05,-23.2,-4.69,-36.5,-109.44,-0.01,-0.16,-0.47
2719,213729037,BMP390,20.61,1007.49,-0.47,,,,,,
2720,213788340,BNO,-110.16,-1.9,-23.73,-4.69,-36.5,-109.44,-0.01,-0.16,-0.47
2721,213848682,GPS,0,0,0,0,0,0,,,
2722,213884927,BMP390,20.61,1007.49,-0.44,,,,,,
2723,213944236,BNO,-109.7,-2.05,-22.31,-4.69,-36.5,-109.44,-0.01,-0.16,-0.47
2724,213998304,BMP390,20.61,1007.49,-0.47,,,,,,
2725,214056560,BNO,-109.7,-2.05,-22.31,-4.69,-36.5,-109.44,0.38,0.38,0.4
2726,214118220,GPS,0,0,0,0,0,0,,,
2727,214153858,BMP390,20.61,1007.5,-0.53,,,,,,
2728,214213131,BNO,-109.7,-2.05,-22.31,-4.44,-34.44,-107.19,0.38,0.38,0.4
2729,214265774,BMP390,20.61,1007.49,-0.49,,,,,,
2730,214325043,BNO,-109.7,-2.05,-22.31,-4.44,-34.44,-107.19,0.49,-0.12,-0.48
2731,214385784,GPS,0,0,0,0,0,0,,,
2732,214420879,BMP390,20.61,1007.5,-0.56,,,,,,
2733,214480178,BNO,-110.34,-1.81,-22.65,-4.44,-34.44,-107.19,0.49,-0.12,-0.48
2734,214535435,BMP390,20.61,1007.5,-0.55,,,,,,
2735,214596391,BNO,-110.91,-2.24,-24.14,-4.44,-34.44,-107.19,0.49,-0.12,-0.48
2736,214656693,GPS,0,0,0,0,0,0,,,
2737,214693037,BMP390,20.61,1007.49,-0.5,,,,,,
2738,214752321,BNO,-110.91,-2.24,-24.14,-4,-33.31,-107.63,0.49,-0.12,-0.48
2739,214805827,BMP390,20.6,1007.49,-0.43,,,,,,
2740,214865134,BNO,-110.73,-1.87,-23.92,-4,-33.31,-107.63,0.49,-0.12,-0.48
2741,214925170,GPS,0,0,0,0,0,0,,,
2742,214960862,BMP390,20.6,1007.49,-0.45,,,,,,
2743,215020141,BNO,-110.73,-1.87,-23.92,-4.13,-35.63,-107.19,0.49,-0.12,-0.48
2744,215074256,BMP390,20.6,1007.49,-0.46,,,,,,
2745,215132545,BNO,-110.73,-1.87,-23.92,-3.38,-34.69,-106.81,0.49,-0.12,-0.48
2746,215193303,GPS,0,0,0,0,0,0,,,
2747,215228412,BMP390,20.6,1007.49,-0.5,,,,,,
2748,215287729,BNO,-110.73,-1.87,-23.92,-3.38,-34.69,-106.81,-0.23,0.32,-0.27
2749,215342081,BMP390,20.6,1007.5,-0.53,,,,,,
2750,215401377,BNO,-110.73,-1.63,-23.38,-3.38,-34.69,-106.81,-0.23,0.32,-0.27
2751,215460544,GPS,0,0,0,0,0,0,,,
2752,215499931,BMP390,20.6,1007.5,-0.59,,,,,,
2753,215559240,BNO,-110.66,-1.85,-23.32,-3.38,-34.69,-106.81,-0.23,0.32,-0.27
2754,215612112,BMP390,20.6,1007.51,-0.61,,,,,,
2755,215671376,BNO,-110.66,-1.85,-23.32,-3.38,-34.69,-106.81,0.08,-0.36,0.14
2756,215731402,GPS,0,0,0,0,0,0,,,
2757,215767146,BMP390,20.6,1007.5,-0.52,,,,,,
2758,215826387,BNO,-110.66,-1.85,-23.32,-3.38,-34.69,-106.81,-0.09,0.41,0.14
2759,215880476,BMP390,20.6,1007.5,-0.51,,,,,,
2760,215939780,BNO,-110.66,-1.85,-23.32,-3.38,-34.69,-106.81,0.38,0.4,-0.05
2761,216002327,GPS,0,0,0,0,0,0,,,
2762,216037548,BMP390,20.6,1007.49,-0.5,,,,,,
2763,216096855,BNO,-110.66,-1.85,-23.32,-4.19,-35.63,-106.81,0.38,0.4,-0.05
2764,216151326,BMP390,20.6,1007.49,-0.49,,,,,,
2765,216210671,BNO,-110.66,-1.85,-23.32,-4.19,-35.63,-106.81,0.06,-0.31,-0.31
2766,216270714,GPS,0,0,0,0,0,0,,,
2767,216306823,BMP390,20.6,1007.49,-0.49,,,,,,
2768,216366129,BNO,-109.42,-3.28,-23.04,-4.19,-35.63,-106.81,0.06,-0.31,-0.31
2769,216417406,BMP390,20.6,1007.49,-0.5,,,,,,
2770,216478525,BNO,-109.42,-3.28,-23.04,-4.19,-35.63,-106.81,0.32,-0.23,-0.05
2771,216538609,GPS,0,0,0,0,0,0,,,
2772,216575149,BMP390,20.6,1007.5,-0.52,,,,,,
2773,216634425,BNO,-109.25,-2.62,-23.48,-4.19,-35.63,-106.81,0.32,-0.23,-0.05
2774,216687657,BMP390,20.6,1007.5,-0.51,,,,,,
2775,216746948,BNO,-109.76,-2.21,-23.57,-4.19,-35.63,-106.81,0.32,-0.23,-0.05
2776,216807744,GPS,0,0,0,0,0,0,,,
2777,216843386,BMP390,20.6,1007.5,-0.56,,,,,,
2778,216903142,BNO,-109.76,-2.21,-23.57,-3.81,-34.38,-105.94,0.32,-0.23,-0.05
2779,216958308,BMP390,20.59,1007.5,-0.56,,,,,,
2780,217017608,BNO,-109.76,-2.21,-23.57,-5.31,-34.5,-106.25,0.32,-0.23,-0.05
2781,217078035,GPS,0,0,0,0,0,0,,,
2782,217113807,BMP390,20.59,1007.49,-0.49,,,,,,
2783,217173049,BNO,-109.76,-2.21,-23.57,-5.31,-34.5,-106.25,-0.27,-0.45,0.4
2784,217224798,BMP390,20.59,1007.5,-0.55,,,,,,
2785,217284087,BNO,-109.44,-2.73,-24.35,-5.31,-34.5,-106.25,-0.27,-0.45,0.4
2786,217344291,GPS,0,0,0,0,0,0,,,
2787,217380854,BMP390,20.59,1007.5,-0.57,,,,,,
2788,217440544,BNO,-109.44,-2.73,-24.35,-4.88,-33.25,-106.19,-0.27,-0.45,0.4
2789,217493998,BMP390,20.59,1007.5,-0.54,,,,,,
2790,217553445,BNO,-109.44,-2.73,-24.35,-4.44,-34.19,-106.75,-0.27,-0.45,0.4
2791,217614270,GPS,0,0,0,0,0,0,,,
2792,217650943,BMP390,20.59,1007.49,-0.5,,,,,,
2793,217710295,BNO,-109.83,-2.95,-24.18,-4.44,-34.19,-106.75,-0.27,-0.45,0.4
2794,217764595,BMP390,20.59,1007.5,-0.51,,,,,,
2795,217823965,BNO,-109.83,-2.95,-24.18,-4.44,-34.19,-106.75,-0.43,-0.1,0.15
2796,217885931,GPS,0,0,0,0,0,0,,,
2797,217922024,BMP390,20.59,1007.49,-0.45,,,,,,
2798,217981277,BNO,-112.54,-0.73,-23.3,-4.44,-34.19,-106.75,-0.43,-0.1,0.15
2799,218033255,BMP390,20.59,1007.49,-0.47,,,,,,
2800,218091560,BNO,-112.54,-0.73,-23.3,-4.44,-34.19,-106.75,-0.04,0.21,0.09
2801,218151940,GPS,0,0,0,0,0,0,,,
2802,218187463,BMP390,20.59,1007.5,-0.52,,,,,,
2803,218246685,BNO,-112.54,-0.73,-23.3,-4.44,-34.19,-106.75,0.14,-0.12,0.2
2804,218299452,BMP390,20.59,1007.5,-0.52,,,,,,
2805,218360587,BNO,-112.54,-0.73,-23.3,-2.38,-44.56,-113.63,0.14,-0.12,0.2
2806,218421406,GPS,0,0,0,0,0,0,,,
2807,218457435,BMP390,20.59,1007.5,-0.51,,,,,,
2808,218516750,BNO,-112.54,-0.73,-23.3,-2.38,-44.56,-113.63,0.04,-0.28,-0.02
2809,218569474,BMP390,20.59,1007.49,-0.47,,,,,,
2810,218628718,BNO,-112.54,-0.73,-23.3,-2.38,-44.56,-113.63,-0.69,0.23,0.22
2811,218688700,GPS,0,0,0,0,0,0,,,
2812,218724497,BMP390,20.59,1007.49,-0.43,,,,,,
2813,218783727,BNO,-112.54,-0.73,-23.3,0.06,-56.94,-117,-0.69,0.23,0.22
2814,218837399,BMP390,20.58,1007.49,-0.43,,,,,,
2815,218896661,BNO,-112.54,-0.73,-23.3,-1,-56.44,-117.31,-0.69,0.23,0.22
2816,218957104,GPS,0,0,0,0,0,0,,,
2817,218992334,BMP390,20.58,1007.48,-0.39,,,,,,
2818,219050541,BNO,-112.54,-0.73,-23.3,-1,-56.44,-117.31,-0.11,-0.04,-0.24
2819,219104921,BMP390,20.58,1007.48,-0.38,,,,,,
2820,219164230,BNO,-103.65,3.63,-4.61,-1,-56.44,-117.31,-0.11,-0.04,-0.24
2821,219225049,GPS,0,0,0,0,0,0,,,
2822,219261058,BMP390,20.58,1007.49,-0.45,,,,,,
2823,219321957,BNO,-103.71,3.83,-5.2,-1,-56.44,-117.31,-0.11,-0.04,-0.24
2824,219376031,BMP390,20.58,1007.49,-0.46,,,,,,
2825,219435304,BNO,-103.71,3.83,-5.2,-1,-56.44,-117.31,-0.13,0.19,0.2
2826,219495379,GPS,0,0,0,0,0,0,,,
2827,219532082,BMP390,20.58,1007.49,-0.44,,,,,,
2828,219591364,BNO,-104.02,4.84,-5.76,-1,-56.44,-117.31,-0.13,0.19,0.2
2829,219644115,BMP390,20.58,1007.49,-0.47,,,,,,
2830,219703415,BNO,-104.02,4.84,-5.76,-1,-56.44,-117.31,-0.2,-0.08,0.11
2831,219765057,GPS,0,0,0,0,0,0,,,
2832,219800515,BMP390,20.58,1007.5,-0.56,,,,,,
2833,219859767,BNO,-103.95,5.33,-5.85,-1,-56.44,-117.31,-0.2,-0.08,0.11
2834,219912786,BMP390,20.58,1007.5,-0.55,,,,,,
2835,219972047,BNO,-103.95,5.33,-5.85,-1,-56.44,-117.31,-0.13,0.21,-0.25
2836,220010001,BMP390,20.58,1007.5,-0.55,,,,,,
2837,220069266,BNO,-103.96,5.14,-6.8,-1,-56.44,-117.31,-0.13,0.21,-0.25
2838,220129281,GPS,0,0,0,0,0,0,,,
2839,220179942,BMP390,20.58,1007.5,-0.52,,,,,,
2840,220239178,BNO,-104.13,5.24,-6.7,-1,-56.44,-117.31,-0.13,0.21,-0.25
2841,220279297,BMP390,20.58,1007.49,-0.46,,,,,,
2842,220338643,BNO,-104.26,5.5,-6.6,-1,-56.44,-117.31,-0.13,0.21,-0.25
2843,220399243,GPS,0,0,0,0,0,0,,,
2844,220450855,BMP390,20.58,1007.49,-0.48,,,,,,
2845,220510154,BNO,-104.06,4.64,-7.38,-1,-56.44,-117.31,-0.13,0.21,-0.25
2846,220547903,BMP390,20.58,1007.5,-0.52,,,,,,
2847,220607191,BNO,-104.06,4.64,-7.38,-3.06,-60.19,-117.25,-0.13,0.21,-0.25
2848,220666889,GPS,0,0,0,0,0,0,,,
2849,220720691,BMP390,20.58,1007.49,-0.47,,,,,,
2850,220779995,BNO,-103.93,1.91,-7.56,-3.06,-60.19,-117.25,-0.13,0.21,-0.25
2851,220816789,BMP390,20.58,1007.48,-0.42,,,,,,
2852,220876113,BNO,-103.93,1.91,-7.56,-3.13,-59.88,-116.38,-0.13,0.21,-0.25
2853,220936186,GPS,0,0,0,0,0,0,,,
2854,220986525,BMP390,20.58,1007.49,-0.5,,,,,,
2855,221045761,BNO,-103.93,1.91,-7.56,-3.13,-59.88,-116.38,0.21,0.18,0.11
2856,221084083,BMP390,20.57,1007.49,-0.45,,,,,,
2857,221143356,BNO,-104.38,0.8,-9.71,-3.13,-59.88,-116.38,0.21,0.18,0.11
2858,221205689,GPS,0,0,0,0,0,0,,,
2859,221257753,BMP390,20.57,1007.49,-0.47,,,,,,
2860,221317045,BNO,-104.61,1.09,-9.22,-3.13,-59.88,-116.38,0.21,0.18,0.11
2861,221355788,BMP390,20.57,1007.5,-0.52,,,,,,
2862,221415084,BNO,-104.61,1.09,-9.22,-3.13,-59.88,-116.38,0.25,0.49,-0.12
2863,221474882,GPS,0,0,0,0,0,0,,,
2864,221527258,BMP390,20.57,1007.5,-0.52,,,,,,
2865,221586510,BNO,-105.18,1.02,-9.88,-3.13,-59.88,-116.38,0.25,0.49,-0.12
2866,221623703,BMP390,20.57,1007.49,-0.48,,,,,,
2867,221684873,BNO,-105.26,0.46,-10.49,-3.13,-59.88,-116.38,0.25,0.49,-0.12
2868,221745023,GPS,0,0,0,0,0,0,,,
2869,221795438,BMP390,20.57,1007.49,-0.45,,,,,,
2870,221854640,BNO,-105.05,-1.08,-13.29,-3.13,-59.88,-116.38,0.25,0.49,-0.12
2871,221892416,BMP390,20.57,1007.49,-0.5,,,,,,
2872,221951681,BNO,-105.05,-1.08,-13.29,-3.13,-59.88,-116.38,-0.91,-0.38,0.05
2873,222012211,GPS,0,0,0,0,0,0,,,
2874,222064400,BMP390,20.57,1007.5,-0.53,,,,,,
2875,222123637,BNO,-105.31,0.02,-12.37,-3.13,-59.88,-116.38,-0.91,-0.38,0.05
2876,222169480,BMP390,20.57,1007.49,-0.48,,,,,,
2877,222228786,BNO,-105.31,0.02,-12.37,-3.13,-59.88,-116.38,-0.31,-0.09,0.14
2878,222288651,GPS,0,0,0,0,0,0,,,
2879,222339361,BMP390,20.57,1007.5,-0.52,,,,,,
2880,222398680,BNO,-105.31,0.02,-12.37,-3.13,-59.88,-116.38,-0.02,-0.1,-0.09
2881,222436593,BMP390,20.57,1007.5,-0.53,,,,,,
2882,222495940,BNO,-105.31,0.02,-12.37,-9.06,-45.06,-111.56,-0.02,-0.1,-0.09
2883,222556342,GPS,0,0,0,0,0,0,,,
2884,222606963,BMP390,20.57,1007.5,-0.54,,,,,,
2885,222667995,BNO,-105,-2.85,-14.47,-9.06,-45.06,-111.56,-0.02,-0.1,-0.09
2886,222706275,BMP390,20.56,1007.5,-0.55,,,,,,
2887,222765580,BNO,-105.36,-4.19,-15.43,-9.06,-45.06,-111.56,-0.02,-0.1,-0.09
2888,222818803,BMP390,20.57,1007.51,-0.62,,,,,,
2889,222878116,BNO,-104.51,-9.64,-20.41,-9.06,-45.06,-111.56,-0.02,-0.1,-0.09
2890,222938198,GPS,0,0,0,0,0,0,,,
2891,222974189,BMP390,20.57,1007.51,-0.66,,,,,,
2892,223033470,BNO,-104.07,-10.82,-21.64,-9.06,-45.06,-111.56,-0.02,-0.1,-0.09
2893,223088985,BMP390,20.56,1007.52,-0.69,,,,,,
2894,223148323,BNO,-104.07,-10.82,-21.64,-9.06,-45.06,-111.56,0.97,-0.08,-0.06
2895,223209172,GPS,0,0,0,0,0,0,,,
2896,223244671,BMP390,20.57,1007.51,-0.64,,,,,,
2897,223303941,BNO,-104.07,-10.82,-21.64,-17.81,-36.31,-104,0.97,-0.08,-0.06
2898,223357603,BMP390,20.56,1007.5,-0.58,,,,,,
2899,223416899,BNO,-104.07,-10.82,-21.64,-17.81,-36.31,-104,0.14,0.22,-0.04
2900,223476939,GPS,0,0,0,0,0,0,,,
2901,223513092,BMP390,20.56,1007.51,-0.61,,,,,,
2902,223574294,BNO,-103.63,-11.57,-22.42,-17.81,-36.31,-104,0.14,0.22,-0.04
2903,223626436,BMP390,20.56,1007.5,-0.57,,,,,,
2904,223685753,BNO,-103.63,-11.57,-22.42,-17.81,-36.31,-104,0,0.02,-0.07
2905,223746014,GPS,0,0,0,0,0,0,,,
2906,223781635,BMP390,20.56,1007.5,-0.59,,,,,,
2907,223840893,BNO,-103.7,-11.31,-22.79,-17.81,-36.31,-104,0,0.02,-0.07
2908,223894181,BMP390,20.56,1007.5,-0.56,,,,,,
2909,223953547,BNO,-103.82,-11.19,-22.78,-17.81,-36.31,-104,0,0.02,-0.07
2910,224014363,GPS,0,0,0,0,0,0,,,
2911,224053178,BMP390,20.56,1007.51,-0.6,,,,,,
2912,224112463,BNO,-103.55,-11.31,-23.37,-17.81,-36.31,-104,0,0.02,-0.07
2913,224166653,BMP390,20.56,1007.51,-0.6,,,,,,
2914,224225958,BNO,-103.55,-11.31,-23.37,-18.13,-33.69,-103.38,0,0.02,-0.07
2915,224286057,GPS,0,0,0,0,0,0,,,
2916,224322079,BMP390,20.56,1007.51,-0.62,,,,,,
2917,224381342,BNO,-103.59,-11.2,-23.62,-18.13,-33.69,-103.38,0,0.02,-0.07
2918,224435384,BMP390,20.56,1007.5,-0.57,,,,,,
2919,224494693,BNO,-103.8,-11.14,-23.56,-18.13,-33.69,-103.38,0,0.02,-0.07
2920,224556377,GPS,0,0,0,0,0,0,,,
2921,224591489,BMP390,20.56,1007.5,-0.58,,,,,,
2922,224650784,BNO,-103.8,-11.14,-23.56,-17.56,-34.81,-102.63,0,0.02,-0.07
2923,224704582,BMP390,20.55,1007.51,-0.59,,,,,,
2924,224763933,BNO,-104.05,-11.02,-23.1,-17.56,-34.81,-102.63,0,0.02,-0.07
2925,224824667,GPS,0,0,0,0,0,0,,,
2926,224860489,BMP390,20.56,1007.5,-0.53,,,,,,
2927,224919770,BNO,-104.05,-11.02,-23.1,-17.56,-34.81,-102.63,0.36,-0.02,-0.34
2928,224975005,BMP390,20.55,1007.49,-0.5,,,,,,
2929,225034276,BNO,-104.05,-11.02,-23.1,-18.31,-35.44,-102.56,0.36,-0.02,-0.34
2930,225094252,GPS,0,0,0,0,0,0,,,
2931,225130240,BMP390,20.55,1007.5,-0.52,,,,,,
2932,225189502,BNO,-104.05,-11.02,-23.1,-18.31,-35.44,-102.56,-0.02,-0.4,1.17
2933,225243051,BMP390,20.55,1007.5,-0.54,,,,,,
2934,225302374,BNO,-103.44,-12.27,-22.6,-18.31,-35.44,-102.56,-0.02,-0.4,1.17
2935,225362861,GPS,0,0,0,0,0,0,,,
2936,225398137,BMP390,20.55,1007.5,-0.55,,,,,,
2937,225459171,BNO,-103.34,-12.47,-22.81,-18.31,-35.44,-102.56,-0.02,-0.4,1.17
2938,225513137,BMP390,20.55,1007.51,-0.61,,,,,,
2939,225572481,BNO,-103.62,-12.42,-23.4,-18.31,-35.44,-102.56,-0.02,-0.4,1.17
2940,225633074,GPS,0,0,0,0,0,0,,,
2941,225668807,BMP390,20.55,1007.5,-0.59,,,,,,
2942,225728095,BNO,-103.62,-12.42,-23.4,-18.31,-35.44,-102.56,1.09,0.66,-0.34
2943,225781803,BMP390,20.55,1007.51,-0.59,,,,,,
2944,225841118,BNO,-103.9,-11.87,-21.63,-18.31,-35.44,-102.56,1.09,0.66,-0.34
2945,225903202,GPS,0,0,0,0,0,0,,,
2946,225938858,BMP390,20.55,1007.5,-0.52,,,,,,
2947,225998184,BNO,-103.9,-11.87,-21.63,-18.88,-36.81,-101.25,1.09,0.66,-0.34
2948,226052587,BMP390,20.55,1007.49,-0.48,,,,,,
2949,226111962,BNO,-103.9,-11.76,-19.9,-18.88,-36.81,-101.25,1.09,0.66,-0.34
2950,226172680,GPS,0,0,0,0,0,0,,,
2951,226207666,BMP390,20.55,1007.49,-0.49,,,,,,
2952,226266981,BNO,-103.9,-11.76,-19.9,-18.88,-36.81,-101.25,0.24,-0.05,-0.37
2953,226320635,BMP390,20.55,1007.49,-0.5,,,,,,
2954,226378484,BNO,-105.32,-11.26,-22.85,-18.88,-36.81,-101.25,0.24,-0.05,-0.37
2955,226439034,GPS,0,0,0,0,0,0,,,
2956,226556828,BMP390,20.55,1007.5,-0.56,,,,,,
2957,226616123,BNO,-105.32,-11.26,-22.85,-18.88,-36.81,-101.25,0.08,0.85,-0.8
2958,226677425,GPS,0,0,0,0,0,0,,,
2959,226729363,BMP390,20.55,1007.5,-0.58,,,,,,
2960,226788622,BNO,-103.26,-11.91,-22.45,-18.88,-36.81,-101.25,0.08,0.85,-0.8
2961,226826054,BMP390,20.54,1007.5,-0.56,,,,,,
2962,226885381,BNO,-103.26,-11.91,-22.45,-18.88,-36.81,-101.25,1.35,1.85,-2.96
2963,226947205,GPS,0,0,0,0,0,0,,,
2964,226998461,BMP390,20.54,1007.5,-0.55,,,,,,
2965,227057712,BNO,-103.26,-11.91,-22.45,-18.88,-36.81,-101.25,-0.23,2.19,1.16
2966,227096974,BMP390,20.54,1007.51,-0.64,,,,,,
2967,227156278,BNO,-103.26,-11.91,-22.45,-18.88,-36.81,-101.25,-0.16,-0.67,0.59
2968,227216887,GPS,0,0,0,0,0,0,,,
2969,227267599,BMP390,20.54,1007.51,-0.6,,,,,,
2970,227327326,BNO,-103.26,-11.91,-22.45,-18.88,-36.81,-101.25,-0.34,0.7,-0.34
2971,227366553,BMP390,20.54,1007.51,-0.59,,,,,,
2972,227427718,BNO,-103.26,-11.91,-22.45,-18.88,-36.81,-101.25,-0.14,-0.11,0.2
2973,227487528,GPS,0,0,0,0,0,0,,,
2974,227539976,BMP390,20.54,1007.51,-0.66,,,,,,
2975,227599297,BNO,-103.26,-11.91,-22.45,-14.81,-39.38,-104.88,-0.14,-0.11,0.2
2976,227637619,BMP390,20.54,1007.51,-0.65,,,,,,
2977,227696926,BNO,-106.27,-10.96,-24.73,-14.81,-39.38,-104.88,-0.14,-0.11,0.2
2978,227757373,GPS,0,0,0,0,0,0,,,
2979,227807461,BMP390,20.54,1007.52,-0.7,,,,,,
2980,227866741,BNO,-106.27,-10.96,-24.73,-14.81,-39.38,-104.88,-0.27,-0.13,0.5
2981,227905929,BMP390,20.54,1007.51,-0.64,,,,,,
2982,227965249,BNO,-106.27,-10.96,-24.73,-14.81,-39.38,-104.88,0.43,-0.02,0.05
2983,228025736,GPS,0,0,0,0,0,0,,,
2984,228076774,BMP390,20.54,1007.5,-0.58,,,,,,
2985,228136058,BNO,-102.39,-13.29,-26.74,-14.81,-39.38,-104.88,0.43,-0.02,0.05
2986,228175277,BMP390,20.54,1007.51,-0.61,,,,,,
2987,228234559,BNO,-101.86,-14.24,-28.23,-14.81,-39.38,-104.88,0.43,-0.02,0.05
2988,228294394,GPS,0,0,0,0,0,0,,,
2989,228348683,BMP390,20.54,1007.51,-0.64,,,,,,
2990,228407957,BNO,-100.13,-15.45,-30.51,-14.81,-39.38,-104.88,0.43,-0.02,0.05
2991,228445611,BMP390,20.53,1007.51,-0.67,,,,,,
2992,228504912,BNO,-100.13,-15.45,-30.51,-14.81,-39.38,-104.88,-0.13,-0.05,0.21
2993,228565464,GPS,0,0,0,0,0,0,,,
2994,228616589,BMP390,20.53,1007.5,-0.58,,,,,,
2995,228675848,BNO,-99.26,-15.17,-33.98,-14.81,-39.38,-104.88,-0.13,-0.05,0.21
2996,228714036,BMP390,20.53,1007.51,-0.61,,,,,,
2997,228773372,BNO,-99.26,-15.17,-33.98,-14.81,-39.38,-104.88,-0.09,-0.26,0.12
2998,228835168,GPS,0,0,0,0,0,0,,,
2999,228886565,BMP390,20.53,1007.5,-0.56,,,,,,
3000,228945860,BNO,-99.26,-15.17,-33.98,-14.81,-39.38,-104.88,0.12,0.29,0.33
3001,228983565,BMP390,20.53,1007.5,-0.58,,,,,,
3002,229042821,BNO,-99.26,-15.17,-33.98,-14.81,-39.38,-104.88,0.15,0.29,-0.01
3003,229102684,GPS,0,0,0,0,0,0,,,
3004,229154064,BMP390,20.53,1007.5,-0.54,,,,,,
3005,229213336,BNO,-99.26,-15.17,-33.98,-14.81,-39.38,-104.88,0.18,-0.3,0.02
3006,229250028,BMP390,20.53,1007.5,-0.57,,,,,,
3007,229309367,BNO,-89.72,-3.05,-7.29,-14.81,-39.38,-104.88,0.18,-0.3,0.02
3008,229369957,GPS,0,0,0,0,0,0,,,
3009,229420372,BMP390,20.53,1007.5,-0.56,,,,,,
3010,229479700,BNO,-89.63,-1.91,-1.4,-14.81,-39.38,-104.88,0.18,-0.3,0.02
3011,229517544,BMP390,20.53,1007.5,-0.55,,,,,,
3012,229577297,BNO,-89.63,-1.91,-1.4,-14.81,-39.38,-104.88,0.13,0.15,-0.14
3013,229637602,GPS,0,0,0,0,0,0,,,
3014,229688276,BMP390,20.53,1007.49,-0.49,,,,,,
3015,229747586,BNO,-89.63,-1.91,-1.4,-14.81,-39.38,-104.88,-0.36,-0.51,-0.95
3016,229786559,BMP390,20.53,1007.5,-0.58,,,,,,
3017,229845835,BNO,-95.44,1.61,-4.04,-14.81,-39.38,-104.88,-0.36,-0.51,-0.95
3018,229905622,GPS,0,0,0,0,0,0,,,
3019,229957245,BMP390,20.53,1007.51,-0.61,,,,,,
3020,230016543,BNO,-98.26,4.75,-36.9,-14.81,-39.38,-104.88,-0.36,-0.51,-0.95
3021,230054841,BMP390,20.53,1007.51,-0.61,,,,,,
3022,230114179,BNO,-98.26,4.75,-36.9,-14.81,-39.38,-104.88,-0.03,-3.61,1.47
3023,230174815,GPS,0,0,0,0,0,0,,,
3024,230226830,BMP390,20.53,1007.51,-0.64,,,,,,
3025,230286110,BNO,-98.26,4.75,-36.9,-14.81,-39.38,-104.88,0.26,-0.48,-0.77
3026,230325042,BMP390,20.53,1007.52,-0.72,,,,,,
3027,230384355,BNO,-100.3,7.34,-80.57,-14.81,-39.38,-104.88,0.26,-0.48,-0.77
3028,230444496,GPS,0,0,0,0,0,0,,,
3029,230495967,BMP390,20.53,1007.52,-0.7,,,,,,
3030,230555249,BNO,-105.89,6.5,-90.58,-14.81,-39.38,-104.88,0.26,-0.48,-0.77
3031,230592772,BMP390,20.52,1007.52,-0.69,,,,,,
3032,230652090,BNO,-109.62,6.06,-93.8,-14.81,-39.38,-104.88,0.26,-0.48,-0.77
3033,230713533,GPS,0,0,0,0,0,0,,,
